filename,caption,clip_score
1904_output.png,"High-fidelity mobile UI, modern music streaming app, light mode, neutral color palette with red accents. The screen features a search bar at the top with the text 'Search and Discover new Music!'. Below is a hero image featuring the artist 'POUYA' and the text 'EXCLUSIVE INTERVIEW OUT NOW! CHARM LADONNA'. A 'Trending Singles' section follows with a 'SEE MORE' link. The list view displays song titles and artist names, such as 'Lil Durk - They Forgot [Prod. By Le...]', accompanied by small album art thumbnails. A bottom navigation bar includes icons for Discover, History, Trending, Video, and Library.",36.2571
16952_output.png,"High-fidelity mobile UI, wellness tracker app, flat vector style, dark indigo background with light text. The screen displays a 'Health Log' with a 'NEXT' button in the upper right. The main content is divided into sections with questions like 'Why are you feeling this way?' followed by a horizontal list of circular icons with labels: 'Love Life', 'Friends' (with a green checkmark), 'Family', 'School', and 'Work'. Subsequent sections ask 'Experiencing any symptoms?' with icons for 'Cramps', 'Tender Breasts', 'Acne', 'Headache' (with a green checkmark), and 'Bloating'; 'Did you exercise?' with icons for 'Cardio' (with a green checkmark), 'Yoga/Pilates', 'Toning', and 'Other'; and 'Did you indulge?' with icons for 'Sweets', 'Salty Snacks', and 'Alcohol'.",26.9967
Android_Android_140_output.png,"High-fidelity mobile UI, onboarding flow, clean and modern, predominantly white with purple accent color. The screen displays 'Stay Connected to the Cars You're Considering' as a heading. Below are three circular list items, each with a gray circular background. The first contains a car icon with a heart, accompanied by the text 'Save the cars you like'. The second has a bell icon and the text 'Get price drop notifications'. The third shows chat bubbles and the text 'Contact sellers anonymously'. A 'SKIP' link is at the top right. Page indicator dots are at the bottom.",36.2967
iphone_IMG_906161_output.png,"High-fidelity mobile UI, travel discovery app, clean and modern, light mode with a muted gray background. The main feed features a search bar at the top with the placeholder text 'Search by destination or activity' and a shopping cart icon. Below, a section titled 'Trending Now' displays a full-width card with a lifestyle hero image and overlaid text 'Maybe it's Cold Outside' with a subtitle. Next is a section titled 'Klook Preferred' with a card featuring a nature image and a location pin with the text 'Sydney'. A bottom navigation bar contains icons and labels for 'Explore', 'Destinations', 'Categories', 'Bookings', and 'Account'.",33.856
56935_output.png,"High-fidelity mobile UI, clean and simple design, light theme, with a primary red accent color. The screen displays a card list with a top navigation bar containing 'Stocard' title, 'My Cards' and 'Offers' tabs, and a settings icon. Below, two card previews are displayed. The main content area contains the text 'Add your cards here' and 'Adding your first card only takes seconds!', followed by a red 'ADD CARD' button. A red FAB is positioned at the bottom right.",29.6074
12922_output.png,"High-fidelity mobile UI, Airbnb style, bright and airy aesthetic, pastel teal and white color palette. The screen features a search bar at the top with the text 'Anywhere. Anytime. 1 guest'. Below is a segmented control with labels 'FOR YOU', 'HOMES', 'EXPERIENCES', and 'PLACES'. A list view displays property listings, each with a hero image, price (e.g., '$81'), title 'Private room in London', star rating, and review count '156 Reviews'. Below the first listing is another listing with a hero image and two buttons 'MAP' and 'FILTERS'. A bottom navigation bar contains icons and labels: 'EXPLORE', 'SAVED', 'TRIPS', 'INBOX', and 'PROFILE'.",32.9699
2213_output.png,"High-fidelity mobile UI, calming and serene aesthetic, muted teal and gray color palette, flat vector illustration style. Onboarding screen with a full-screen illustration of a person relaxing outdoors with a backpack. Below the illustration is a headline 'Stress-free planning' and supporting copy 'Get personalized activity ideas based on the time, place, and weather'. A primary CTA button 'GET STARTED' is centered below the copy. Page indicator dots are at the bottom.",34.158
1905_output.png,"High-fidelity mobile UI, clean and simple login screen, light mode, primary blue accent color. The layout features a top blue banner with the 'GMX' logo. Below, a welcome message 'Welcome to your GMX App!' is displayed next to a GMX logo. Two input fields labeled 'Email' and 'Password' with underlines. Underneath are two text links, 'Lost Password?' and 'Get your free email account'. At the bottom are two buttons, 'MANUAL SETUP' and 'LOGIN'.",31.9705
Android_Android_4_output.png,"High-fidelity mobile UI, e-commerce app, pastel color palette, clean and modern design. The screen is divided into two sections with product images. The top section shows rain boots and umbrellas, with text labels 'RAINCOATS, RAIN BOOTS, UMBRELLAS' and 'Get rain ready!'. The bottom section features hats, gloves, and scarves, with text labels 'HATS, GLOVES, SCARVES' and 'Discounts against cold weather!'. A bottom navigation bar contains icons for home, search, cart, and profile.",39.4945
Android_Android_58_output.png,"High-fidelity mobile UI, travel booking app, clean and bright aesthetic, with a primary blue color scheme. The screen displays a list view of hotel options. Each list item is a card component with a hotel room photo at the top. Below the image is the hotel name, such as 'Sofitel London Heathrow', followed by the distance 'West Drayton - 16.1 miles away', a five-star rating, and a green 'Excellent' badge. The price '$202.52' is displayed on the right. The second card shows 'Rosewood London' with a price of '$855.85'. The top navigation bar shows 'London, United Kingdom' with icons for 'Sort', 'Filter', and 'Map'.",39.1742
25260_output.png,"High-fidelity mobile UI, clean and modern design, with a cool-toned color palette of blues and whites. The screen features a stylized illustration of a phone and receipt at the top. Below the illustration is the text 'Get personalised pre-paid recharge plans meant only for you!'. There are three dot page indicators. The next section contains the text 'To experience the power of MobiKwik, enter your mobile number below' followed by a text field with '+91 4152739840' pre-filled. A primary CTA 'Send OTP' is below the text field. A 'Skip' link is at the bottom right.",39.0439
408_output.png,"High-fidelity mobile UI, clean and modern, bright color palette with a blue background and white form fields. A 'Sign Up' screen with a top-left back arrow. The 'EasyBox' logo is centered at the top. Below the logo are four stacked white text fields with light blue icons and labels: 'Name', 'Email', 'Password', and 'Confirm Password'. A checkbox and text 'I have read and accepted the Terms and Conditions and Privacy Policy' are above a rounded-corner primary CTA button labeled 'SUBMIT'.",35.0058
2100_output.png,"High-fidelity mobile UI, clean e-commerce style, light and airy, pastel accent colors. A category list view for furniture shopping. The header contains a logo and search bar with the placeholder text 'Find anything for your home...' and a shopping cart icon. Below the header is a section title 'Bedroom Furniture'. The list view consists of rows with furniture category names and corresponding thumbnail images, including 'Beds', 'Headboards', 'Dressers', 'Nightstands', 'Bedroom Sets', 'Bedroom Vanities', 'Bedroom Benches', 'Armoires', 'Daybeds', and 'Jewelry Armoires'. A bottom navigation bar includes icons and labels for 'Home', 'Shop', 'My Boards', and 'Account'.",38.8104
3458_output.png,"High-fidelity mobile UI, clean and simple list view, bright and airy aesthetic, light purple and white color palette. The screen displays a list of charts. At the top is a purple header with a white 'X' icon on the left and the title 'Charts' centered. Below the header is a list of items, each with a thumbnail image on the left and a title on the right, such as 'The Official Lebanese Top 20 (OLT20)', 'Top Arabic in Morocco', 'Top Arabic in Qatar', 'Top Arabic in Saudi', 'Top Arabic in UAE', 'Top Arabic Algeria', 'Top Arabic Oman', 'Top Arabic Palestine', and 'Top Arabic Syria'.",26.2277
24090_output.png,"High-fidelity mobile UI, dark mode music app, minimalist design, muted gray color palette. Onboarding screen prompting user to select favorite artists. The screen displays a grid of circular artist avatars with names below. One avatar, 'Coldplay', has a checkmark overlay. Above the grid is the prompt text: 'Tap on the artists you like' and 'Your experience will improve the more you listen'. At the bottom are two buttons: 'CANCEL' and 'DONE'.",33.7891
Android_Android_2_output.png,"High-fidelity mobile UI, clean and modern aesthetic, light mode, with a primary teal accent color. A login modal overlaying a blurred background. The modal contains a 'Sign in with Facebook' button with a Facebook 'f' icon, and a 'Sign in with Google' button with a Google 'G' icon. Below are 'Email' and 'Password' text fields with subtle underlines. A 'Forgot your password?' link is present. A primary teal 'Log in' button is above a 'Sign up' text link. A chevron icon is at the top of the modal.",35.617
33575_output.png,"High-fidelity mobile UI, travel booking app, bright and clean design, primary colors. The screen shows a search form with a yellow background. It features a text field for 'Acapulco' with a search icon. Below are two side-by-side fields for 'Check-in Tue, February 07' and 'Check-out Wed, February 08'. Further below are fields for 'Room 1', 'Adults 2', and 'Children 0'. Radio buttons are present for 'Traveling for: Business Leisure'. A large blue primary CTA at the bottom reads 'Let's go! (91)'. The top navigation bar contains the Booking.com logo.",36.3059
iphone_IMG_899828_output.png,"High-fidelity mobile UI, adventure travel theme, muted color palette with dark overlay. A full-screen hero image of a camper van in a mountain landscape with a dark gradient overlay. The top left corner has a white 'X' icon. Centered is a white outlined 'TURO' logo. Below, in white text, is the heading 'Start your adventure'. A primary CTA 'Sign up' in a light green color, and a secondary button 'Log in' with a white outline.",37.3007
33178_output.png,"High-fidelity mobile UI, vibrant and playful, with a clean white background and a coral-colored header. The screen displays an interest selection flow. The header contains a back arrow and the text 'Add new interests' on the left, and a 'DONE' button on the right. Below the header is the title 'YOU'RE ALMOST DONE!' and descriptive text. A vertical list view follows, with each row containing a thumbnail image, the interest name (e.g., 'Alcoholic Drinks', 'Animals', 'Arts', 'Beauty', 'Beer'), the number of followers (e.g., '195K Followers'), and an unchecked square checkbox on the right.",25.4698
Android_Android_15_output.png,"High-fidelity mobile UI, clean and bright food app, pastel color palette, with a focus on visual clarity. A modal screen with the title 'Personalize your feed!' and subtitle 'Add 3 or more Tastes to help us serve up better recommendations for you.'. The main content is a 3x3 grid of square image cards, each with a food photo and a text label: 'Appetizers & Snacks', 'Asian', 'BBQ & Grilling', 'Beef', 'Bread', 'Breakfast & Brunch', 'Budget Cooking', 'Cake', 'Casseroles'. An orange primary CTA at the bottom reads 'Done'. A close icon is in the top right corner.",31.2685
iphone_IMG_8773_output.png,"High-fidelity mobile UI, e-commerce product listing, clean and bright aesthetic, neutral color palette with white background. A search bar with a magnifying glass icon and the text 'Search' is at the top, with a 'Cancel' button to the right. Below is a product image with a heart icon for saving. The product details include the brand 'SUPPLY', the product name 'Boundless Pima Thread 50wt Cone 5000 Yards', and the price 'US$33.15 US$39.00'. Another product image is shown below.",27.9432
14976_output.png,"High-fidelity mobile UI, real estate app, bright and airy aesthetic, blue and white color palette. A clean home screen with a hero background image of a suburban neighborhood at sunset. The header contains the 'realtor.com' logo and 'LOGIN / SIGN UP' links. Below, the title 'Start your search' and a segmented control with 'FOR SALE' and 'FOR RENT'. A prominent search bar with the placeholder text 'City, Zip, School, or Address in US'. Two buttons labeled 'Search by commute' and 'Search nearby' are separated by the text 'OR'.",35.4844
4240_output.png,"High-fidelity mobile UI, e-commerce fashion retail, soft and airy aesthetic, pastel color accents on a clean white layout. The top app bar contains a hamburger menu, H&M logo, barcode icon, search icon, and bag icon. A promotional banner reads 'LAST DAY! FESTIVAL SHOP UP TO 50% OFF'. Below, a hero image showcases a woman in a white dress with the text 'TRY THE TREND NOVEL ROMANCE'. A list view follows, presenting black and white photos with text overlays like 'WOMEN'.",34.3095
5331_output.png,"High-fidelity mobile UI, clean and modern design, light gray background with subtle shadows. A grid layout of rounded-corner cards with category images and labels. The title is 'What are you interested in?' with subtitle 'Pick whatever catches your eye... you can always fine-tune things later'.  The cards are labeled: 'Food and drink', 'Hair and beauty', 'Home decor', 'Hairstyles', 'Humor', 'Quotes', 'Makeup', 'DIY home decor', 'Recipes'. Some cards have a selected state indicated by a blue checkmark icon. At the bottom is a blue bar with the text 'Pick 2 (or more!)'.",31.0875
Android_Android_51_output.png,"High-fidelity mobile UI, modern travel app, soft pastel color palette with a gradient background. Full-screen splash screen with a landscape hero image. The 'agoda' logo is positioned at the top-left. Below the logo is a text block stating, 'By using our app, you acknowledge our Terms of Use and our Privacy and Cookie Policy.'. At the bottom is a primary CTA button with the text 'Got it'.",33.0615
